date,ticker,delta_weight_pct,notional_compounding_$,half_spread_bps,drag_composer_bps_of_nav,drag_ibkr_bps_of_nav
2026-03-04,ZVOL,-52.292,41319.04,15.0,7.844,7.451
2026-03-12,PULS,-68.0,53704.56,1.01,3.4,1.234
2026-03-12,ZVOL,68.0,53704.56,15.0,10.2,10.017
2026-03-13,PULS,-16.199,12715.01,1.01,0.81,0.294
2026-03-13,ZVOL,16.199,12715.01,15.0,2.43,2.397
2026-03-16,PULS,84.34,67589.92,1.01,4.217,1.53
2026-03-16,ZVOL,-84.34,67589.92,15.0,12.651,12.322
2026-03-18,PULS,-36.0,28851.37,1.01,1.8,0.653
2026-03-18,ZVOL,36.0,28851.37,15.0,5.4,5.476
2026-03-19,PULS,-15.909,12760.58,1.01,0.795,0.289
2026-03-19,ZVOL,15.909,12760.58,15.0,2.386,2.415
2026-03-20,PULS,-40.537,32142.38,1.01,2.027,0.735
2026-03-20,ZVOL,40.537,32142.38,15.0,6.081,6.223
2026-03-23,PULS,92.205,74990.09,1.01,4.61,1.672
2026-03-23,ZVOL,-92.205,74990.09,15.0,13.831,13.95
2026-03-26,PULS,-52.0,42260.43,1.01,2.6,0.943
2026-03-26,ZVOL,52.0,42260.43,15.0,7.8,7.967
2026-03-27,PULS,-44.75,35813.63,1.01,2.237,0.811
2026-03-27,ZVOL,44.75,35813.63,15.0,6.712,6.961
2026-03-30,PULS,-4.005,3201.08,1.01,0.2,0.073
2026-03-30,ZVOL,4.005,3201.08,15.0,0.601,0.623
2026-03-31,PULS,100.0,82423.96,1.01,5.0,1.818
2026-03-31,ZVOL,-100.0,82423.96,15.0,15.0,15.313
2026-04-01,PULS,-36.0,29673.65,1.01,1.8,0.654
2026-04-01,VXZ,35.8,29508.8,3.0,1.79,0.93
2026-04-02,PULS,-0.237,194.6,1.01,0.012,0.044
2026-04-02,VXZ,0.237,194.87,3.0,0.012,0.046
2026-04-06,PULS,-0.279,228.23,1.01,0.014,0.044
2026-04-06,VXZ,0.279,228.59,3.0,0.014,0.047
2026-04-07,PULS,0.255,210.01,1.01,0.013,0.044
2026-04-07,VXZ,-0.256,210.36,3.0,0.013,0.046
2026-04-08,PULS,-32.842,26660.87,1.01,1.642,0.596
2026-04-08,VXZ,32.743,26580.71,3.0,1.637,0.867
2026-04-09,PULS,-0.251,201.81,1.01,0.013,0.045
2026-04-09,VXZ,0.252,203.07,3.0,0.013,0.047
2026-04-10,PULS,0.076,61.28,1.01,0.004,0.044
2026-04-10,VXZ,0.024,19.04,3.0,0.001,0.044
2026-04-13,PULS,-8.277,6627.47,1.01,0.414,0.15
2026-04-13,VXZ,8.278,6628.17,3.0,0.414,0.221
2026-04-14,PULS,-8.143,6483.6,1.01,0.407,0.148
2026-04-14,VXZ,8.043,6404.41,3.0,0.402,0.216
2026-04-15,PULS,-7.93,6342.74,1.01,0.397,0.144
2026-04-15,VXZ,8.129,6501.98,3.0,0.406,0.217
2026-04-16,PULS,-0.016,12.75,1.01,0.001,0.044
2026-04-16,VXZ,0.016,12.75,3.0,0.001,0.044
2026-04-17,PULS,-8.03,6389.29,1.01,0.401,0.146
2026-04-17,VXZ,8.03,6389.29,3.0,0.401,0.215
2026-04-20,PULS,4.0,3212.39,1.01,0.2,0.072
2026-04-20,VXZ,-4.2,3373.01,3.0,0.21,0.112
2026-04-21,PULS,96.022,77443.39,1.01,4.801,1.74
2026-04-21,VXZ,-95.823,77282.93,3.0,4.791,2.552
2026-04-27,PULS,-36.0,29053.23,1.01,1.8,0.652
2026-04-27,VXZ,35.9,28972.53,3.0,1.795,0.956
2026-04-28,PULS,35.815,28809.63,1.01,1.791,0.648
2026-04-28,VXZ,-35.714,28728.96,3.0,1.786,0.954
2026-04-30,PULS,-52.0,41820.9,1.01,2.6,0.944
2026-04-30,VXZ,51.9,41740.47,3.0,2.595,1.391
2026-05-01,PULS,-7.951,6403.37,1.01,0.398,0.144
2026-05-01,VXZ,7.951,6403.26,3.0,0.398,0.213
2026-05-04,PULS,60.126,48534.27,1.01,3.006,1.092
2026-05-04,VXZ,-60.026,48453.78,3.0,3.001,1.604
2026-05-05,PULS,-36.0,29048.8,1.01,1.8,0.654
2026-05-05,VXZ,35.9,28968.11,3.0,1.795,0.956
2026-05-06,PULS,-60.232,48416.09,1.01,3.012,1.093
2026-05-06,VXZ,60.232,48416.34,3.0,3.012,1.611
2026-05-07,PULS,95.966,76437.98,1.01,4.798,1.741
2026-05-07,VXZ,-95.865,76357.67,3.0,4.793,2.573
2026-05-08,PULS,-92.0,73225.05,1.01,4.6,1.669
2026-05-08,VXZ,91.8,73065.87,3.0,4.59,2.452
2026-05-11,PULS,-3.94,3159.34,1.01,0.197,0.071
2026-05-11,VXZ,3.938,3158.13,3.0,0.197,0.105
2026-05-12,PULS,95.963,76184.41,1.01,4.798,1.74
2026-05-12,VXZ,-95.761,76024.18,3.0,4.788,2.56
2026-05-13,PULS,-96.0,76123.89,1.01,4.8,1.741
2026-05-13,VXZ,95.8,75965.29,3.0,4.79,2.544
2026-05-14,PULS,-4.012,3172.34,1.01,0.201,0.073
2026-05-14,VXZ,4.013,3172.79,3.0,0.201,0.107
2026-05-15,PULS,100.0,78799.79,1.01,5.0,1.813
2026-05-15,VXZ,-99.8,78641.83,3.0,4.99,2.657
2026-05-19,PULS,-36.0,28363.16,1.01,1.8,0.653
2026-05-19,ZVOL,36.0,28363.16,15.0,5.4,5.446
2026-05-20,PULS,35.799,28123.24,1.01,1.79,0.649
2026-05-20,ZVOL,-35.799,28123.24,15.0,5.37,5.605
2026-05-22,PULS,-36.0,28287.63,1.01,1.8,0.652
2026-05-22,VXZ,35.9,28209.05,3.0,1.795,0.96
2026-05-26,PULS,-16.315,12767.46,1.01,0.816,0.295
2026-05-26,VXZ,16.315,12767.46,3.0,0.816,0.438
2026-05-27,PULS,-0.235,182.74,1.01,0.012,0.046
2026-05-27,VXZ,0.235,182.74,3.0,0.012,0.048
2026-05-28,PULS,-16.027,12474.84,1.01,0.801,0.29
2026-05-28,VXZ,15.927,12397.01,3.0,0.796,0.43
2026-05-29,PULS,-8.161,6323.67,1.01,0.408,0.148
2026-05-29,VXZ,8.062,6246.53,3.0,0.403,0.218
2026-06-01,PULS,-7.786,6086.31,1.01,0.389,0.141
2026-06-01,VXZ,7.884,6163.09,3.0,0.394,0.212
2026-06-02,PULS,-8.052,6275.06,1.01,0.403,0.146
2026-06-02,VXZ,8.052,6275.3,3.0,0.403,0.217
2026-06-03,PULS,56.007,43641.85,1.01,2.8,1.017
2026-06-03,VXZ,-91.907,71616.08,3.0,4.595,2.479
2026-06-03,ZVOL,36.0,28052.08,15.0,5.4,5.56
2026-06-04,PULS,36.217,28312.22,1.01,1.811,0.657
2026-06-04,ZVOL,-36.217,28312.22,15.0,5.433,5.566
2026-06-05,PULS,-60.0,46865.91,1.01,3.0,1.089
2026-06-05,ZVOL,60.0,46865.91,15.0,9.0,9.25
2026-06-08,PULS,8.204,6440.02,1.01,0.41,0.149
2026-06-08,ZVOL,-8.204,6440.02,15.0,1.231,1.259
2026-06-09,PULS,-7.89,6209.93,1.01,0.394,0.143
2026-06-09,ZVOL,7.89,6209.93,15.0,1.183,1.208
2026-06-10,PULS,-24.413,19017.73,1.01,1.221,0.443
2026-06-10,ZVOL,24.413,19017.73,15.0,3.662,3.771
2026-06-11,PULS,84.109,65938.49,1.01,4.205,1.526
2026-06-11,ZVOL,-84.109,65938.49,15.0,12.616,12.935
2026-06-15,PULS,-36.0,28223.75,1.01,1.8,0.653
2026-06-15,VXZ,35.8,28066.95,3.0,1.79,0.979
2026-06-16,PULS,36.113,28357.14,1.01,1.806,0.655
2026-06-16,VXZ,-35.913,28200.4,3.0,1.796,0.98
2026-06-23,PULS,-36.0,28275.35,1.01,1.8,0.652
2026-06-23,ZVOL,36.0,28275.35,15.0,5.4,5.632
2026-06-24,PULS,0.091,71.67,1.01,0.005,0.045
2026-06-24,ZVOL,-0.091,71.67,15.0,0.014,0.051
2026-06-25,PULS,36.617,29076.32,1.01,1.831,0.663
2026-06-25,ZVOL,-36.617,29076.32,15.0,5.493,5.638
2026-06-26,PULS,-52.0,41277.41,1.01,2.6,0.942
2026-06-26,ZVOL,52.0,41277.41,15.0,7.8,8.073
2026-06-29,PULS,52.179,41560.45,1.01,2.609,0.945
2026-06-29,ZVOL,-52.179,41560.45,15.0,7.827,8.07
2026-06-30,PULS,-36.0,28666.07,1.01,1.8,0.654
2026-06-30,VXZ,35.9,28586.45,3.0,1.795,1.001
2026-07-01,PULS,36.023,28683.79,1.01,1.801,0.654
2026-07-01,VXZ,-35.923,28604.19,3.0,1.796,1.001
2026-07-06,PULS,-52.0,41408.99,1.01,2.6,0.944
2026-07-06,VXZ,51.8,41249.72,3.0,2.59,1.448
2026-07-07,PULS,52.03,41444.45,1.01,2.601,0.944
2026-07-07,VXZ,-51.83,41285.27,3.0,2.591,1.448
2026-07-10,PULS,-36.0,28665.38,1.01,1.8,0.653
2026-07-10,VXZ,35.9,28585.76,3.0,1.795,1.001
2026-07-13,PULS,35.982,28637.83,1.01,1.799,0.653
2026-07-13,VXZ,-35.882,28558.24,3.0,1.794,1.001
2026-07-17,PULS,-52.0,41398.08,1.01,2.6,0.943
2026-07-17,ZVOL,52.0,41398.08,15.0,7.8,7.953
2026-07-20,PULS,-0.115,91.3,1.01,0.006,0.045
2026-07-20,ZVOL,0.115,91.3,15.0,0.017,0.053
2026-07-21,PULS,51.718,40820.97,1.01,2.586,0.937
2026-07-21,ZVOL,-51.718,40820.97,15.0,7.758,7.973
2026-07-23,PULS,-52.0,41013.6,1.01,2.6,0.943
2026-07-23,ZVOL,52.0,41013.6,15.0,7.8,8.292
2026-07-24,PULS,15.941,12560.81,1.01,0.797,0.289
2026-07-24,ZVOL,-15.941,12560.81,15.0,2.391,2.545
2026-07-27,PULS,36.179,28576.82,1.01,1.809,0.656
2026-07-27,ZVOL,-36.179,28576.82,15.0,5.427,5.752
